car_make,car_model,car_year,price,location,salesperson,purchase_date,customer_name,customer_email,sales_channel
BMW,3 Series,1900,41408.95,New York,Saw Rosiello,1/26/2018,Eada Labrone,elabronebn@paginegialle.it,Dealership
Mercedes-Benz,CL-Class,1948,60702.83,Chicago,Jock Baike,6/28/2012,Coop Ovell,covellbo@youku.com,Auction
Mitsubishi,Eclipse,1996,41688.53,Los Angeles,Donia Beddon,4/17/2016,Ray Rudeyeard,rrudeyeardbp@mlb.com,Dealership
Infiniti,I,2001,56788.58,Los Angeles,Wilmer Taylour,1/10/2001,Marci Elvin,melvinbq@theguardian.com,Auction
Toyota,4Runner,1947,45257.6,Chicago,Caron Boise,4/4/2011,Charline Cominotti,ccominottibr@pinterest.com,Dealership
Lexus,SC,1994,78495.17,Miami,Barrie Glowacz,1/20/2008,Ardra Chidlow,achidlowbs@kickstarter.com,Dealership
Kia,Rio,1987,8937.01,New York,Hale Dwyer,11/22/2013,Kerrin Ramelet,krameletbt@paypal.com,Online
Chrysler,300M,1934,31752.44,Miami,Meredeth Hidderley,1/13/2001,Jan Bryenton,jbryentonbu@spotify.com,Dealership
GMC,Savana,1946,71174.33,New York,Georgeta Antoniutti,7/27/2008,Ferguson Impy,fimpybv@flavors.me,Auction
Pontiac,Gemini,1986,1309.1,Los Angeles,Bonni Harcase,7/30/2018,Ellette Dingsdale,edingsdalebw@dot.gov,Dealership
Jeep,Wrangler,1980,67852.98,Los Angeles,Haywood Pelz,8/12/2001,Ambur Yegorev,ayegorevbx@tuttocitta.it,Online
GMC,Canyon,1942,73163.33,Chicago,Brook Odcroft,5/11/2007,Mel Newcombe,mnewcombeby@cornell.edu,Auction
Porsche,Carrera GT,2001,90514.1,Houston,Martynne Nicklin,10/20/2008,Bernardina Wandrach,bwandrachbz@pcworld.com,Auction
Mitsubishi,Chariot,1942,81599.84,New York,Lorne Treves,2/14/2006,Thalia Meaden,tmeadenc0@edublogs.org,Dealership
Hyundai,Elantra,1983,72086.27,Los Angeles,Ode Colles,11/26/2003,Jill Longlands,jlonglandsc1@adobe.com,Dealership
Mazda,GLC,1975,53884.25,Chicago,Edward Beri,7/20/2020,Freddi Bohills,fbohillsc2@netvibes.com,Auction
Hummer,H2 SUV,1932,40109.42,Chicago,Chico Pervoe,4/12/2013,Jarvis Gooder,jgooderc3@dion.ne.jp,Dealership
Porsche,Cayenne,1937,84961.24,New York,Stace Forward,1/9/2012,Bay Hadigate,bhadigatec4@yahoo.co.jp,Dealership
Audi,A6,1995,8090.56,Houston,Leta Crosio,12/24/2001,Quent Preble,qpreblec5@dion.ne.jp,Online
Kia,Optima,1931,39513.67,Miami,Danielle Gross,6/3/2000,Lenna McDirmid,lmcdirmidc6@adobe.com,Auction
Nissan,Maxima,1913,23358.09,Los Angeles,Janna Saller,2/11/2007,Gerek Alexandrou,galexandrouc7@bravesites.com,Online
Eagle,Summit,2001,75175.58,Los Angeles,Hayden Meijer,12/21/2006,Kevan Janiak,kjaniakc8@cnbc.com,Online
Lincoln,MKZ,1962,67699.46,Chicago,Susie Aartsen,4/21/2015,Karen Woollends,kwoollendsc9@hhs.gov,Dealership
Jeep,Cherokee,1901,65600.47,Houston,Teddy Chappel,4/22/2003,Lotte Selcraig,lselcraigca@google.es,Dealership
Acura,Legend,1945,86368.72,Los Angeles,Alvis Beadnell,12/20/2002,Barnie Verduin,bverduincb@europa.eu,Dealership
Mazda,MX-5,1932,91450.01,Miami,Rea Croucher,5/24/2002,Janetta Eastam,jeastamcc@ucla.edu,Dealership
Cadillac,DeVille,1926,31432.12,New York,Edi Rawsthorn,3/28/2015,Jeanette Checo,jchecocd@yahoo.com,Dealership
BMW,5 Series,1925,70696.85,New York,Hugues Bownd,6/2/2004,Brocky Bonnin,bbonnince@bluehost.com,Auction
Toyota,Sequoia,1922,24008.46,Miami,Alley Sparke,4/30/2002,Maxy Cecere,mcecerecf@quantcast.com,Online
BMW,7 Series,1970,26118.1,Houston,Hillery Latchmore,12/14/2018,Dayna Fredi,dfredicg@umn.edu,Auction
Infiniti,Q,1997,30499.25,Houston,Philis Smogur,7/12/2022,Jermaine McGeouch,jmcgeouchch@youku.com,Online
Chevrolet,G-Series G30,1957,90346.68,Chicago,Flem Orfeur,11/28/2022,Matthus Lowden,mlowdenci@webeden.co.uk,Dealership
Mercedes-Benz,CL-Class,1984,66353.86,New York,Kingston Blakeway,3/12/2003,Corina Thorneloe,cthorneloecj@ed.gov,Auction
Ford,Thunderbird,2001,62637.79,New York,Eddie Boshard,1/28/2005,Justinian Ameer-Beg,jameerbegck@arstechnica.com,Dealership
Volkswagen,New Beetle,1952,58684.57,Miami,Ardella Iglesias,1/20/2002,Dewain Doghartie,ddoghartiecl@bloglines.com,Online
Chevrolet,Suburban 2500,1903,26495.72,Los Angeles,Mylo Duval,8/15/2005,Glenden Woolfall,gwoolfallcm@amazon.co.jp,Dealership
Dodge,Ram 3500,1976,67215.77,Houston,Sim Davidsson,11/22/2005,Corbie Probbing,cprobbingcn@blinklist.com,Auction
Volkswagen,Golf,1950,10053.95,Chicago,Dorri Cordero,5/8/2009,Cherish Guilder,cguilderco@woothemes.com,Dealership
Honda,Pilot,1981,35407.01,Chicago,Cam Imort,12/20/2006,Freddie Simpkins,fsimpkinscp@nih.gov,Auction
Lexus,GX,1972,6879.29,Miami,Barris Garter,3/18/2005,Merv Brogioni,mbrogionicq@facebook.com,Dealership
Mitsubishi,Precis,1956,92338.24,Chicago,Padraig Bartoszinski,11/22/2008,Sol Manueau,smanueaucr@dell.com,Auction
Audi,A3,1944,48651.13,Los Angeles,Dahlia Shane,7/16/2018,Latrina Philipard,lphilipardcs@free.fr,Auction
Chevrolet,Suburban 2500,1967,83324.1,New York,Phoebe Southcomb,4/16/2020,Ericka Strick,estrickct@paypal.com,Online
Mitsubishi,Excel,1944,26679.68,Miami,Mayor Whittier,6/7/2000,D'arcy Caisley,dcaisleycu@cbslocal.com,Auction
Isuzu,Ascender,2002,83505.09,Houston,Earlie Ebbutt,2/1/2013,Alena Stroton,astrotoncv@ning.com,Online
MINI,Cooper Clubman,1965,44229.95,Chicago,Linus Saladino,1/26/2007,Almira Badland,abadlandcw@cnbc.com,Dealership
Pontiac,Firefly,1976,55045.49,New York,Fifine Doble,4/17/2018,Ingeborg Larrie,ilarriecx@delicious.com,Auction
Suzuki,Esteem,1985,87307.16,New York,Daryl Sommerlie,10/26/2014,Kristos Cohalan,kcohalancy@google.it,Online
Volvo,XC90,1994,40714.81,Miami,Kendall Stearne,5/10/2015,Alvina Prentice,aprenticecz@joomla.org,Auction
Honda,CR-X,2019,7947.88,Miami,Josias Layus,1/7/2014,Shauna McLaughlan,smclaughland0@altervista.org,Online
GMC,Savana 1500,1956,94616.83,Los Angeles,Alejandra Edmands,4/11/2010,Saundra Bryan,sbryand1@ustream.tv,Online
GMC,Savana 2500,1916,97117.02,New York,Cindra Wooddisse,3/31/2000,Anne Insull,ainsulld2@godaddy.com,Online
Ford,E150,1999,57186.57,New York,Quintilla Corris,4/15/2012,Mommy Gambell,mgambelld3@ocn.ne.jp,Online
Mercedes-Benz,R-Class,1934,16953.26,New York,Wilhelmine Stenner,7/14/2015,Maxi South,msouthd4@fema.gov,Auction
Lexus,RX,2021,89826.73,Houston,Konstantin Matthiesen,2/24/2003,Avram Ughelli,aughellid5@jugem.jp,Dealership
BMW,760,1946,89884.09,Chicago,Marilyn Maile,8/27/2015,Grace Pearlman,gpearlmand6@sourceforge.net,Online
Dodge,Journey,1900,48950.75,Houston,Anette Tunnow,7/3/2022,Scotti Stowe,sstowed7@macromedia.com,Auction
Chevrolet,G-Series G30,1934,4377.81,Los Angeles,Ceciley Surgood,7/20/2009,Dory Ketchell,dketchelld8@squidoo.com,Auction
Lexus,GS,1936,63974.01,Los Angeles,Clarke Addington,12/7/2007,Cornie Wallentin,cwallentind9@goodreads.com,Dealership
Pontiac,6000,1960,91422.52,New York,Townsend Dissman,7/23/2016,Olly Renon,orenonda@imdb.com,Online
Mazda,Millenia,1916,71126.68,Houston,Tanney Giacaponi,5/27/2017,Cad Foxley,cfoxleydb@bigcartel.com,Online
Oldsmobile,Achieva,1970,38941.18,Los Angeles,Kenna Larway,10/15/2000,Fenelia Pretsel,fpretseldc@bbc.co.uk,Online
Ford,Explorer Sport Trac,1958,83855.01,Los Angeles,Cristian Verity,1/5/2021,Ardis Huton,ahutondd@ebay.com,Dealership
Mitsubishi,Truck,1943,94320.14,Houston,Michal Jachimiak,3/29/2016,Tymon Songest,tsongestde@oakley.com,Online
Isuzu,i-Series,1989,16537.52,Chicago,Jessa Villar,10/6/2009,Kippie Ferro,kferrodf@washington.edu,Dealership
Pontiac,Firebird,1939,7389.08,Chicago,Cecil Stevenson,2/24/2006,Georgeanne Alfonsini,galfonsinidg@furl.net,Auction
Mazda,Mazda6,2018,64207.32,Houston,Flor Lapworth,4/8/2007,Chloe Rennles,crennlesdh@i2i.jp,Auction
Land Rover,Discovery,2017,44359.07,Miami,Melba Marke,12/17/2002,Fairleigh Tynan,ftynandi@usda.gov,Online
Nissan,Xterra,1978,49053.52,Chicago,Crystie Preble,3/16/2000,Leona Bowdrey,lbowdreydj@pagesperso-orange.fr,Auction
Buick,Park Avenue,1927,51328.33,Houston,Gilberta Schorah,8/27/2007,Jilleen Hallas,jhallasdk@un.org,Online
Oldsmobile,Silhouette,1984,24188.48,Los Angeles,Roderick O'Nowlan,12/25/2011,Jimmie Broseke,jbrosekedl@mac.com,Auction
Saab,9-5,1936,72882.71,Chicago,Avie Sterry,8/25/2012,Gabby Sadgrove,gsadgrovedm@simplemachines.org,Auction
Mercedes-Benz,E-Class,1989,75933.77,Miami,Hamid Condict,9/3/2011,Karena Edgett,kedgettdn@home.pl,Dealership
Chrysler,PT Cruiser,1997,61810.59,Chicago,Arabelle Pruckner,1/23/2016,Andrea Wetherald,awetheralddo@dyndns.org,Online
Hyundai,Scoupe,1935,53254.99,Houston,Alta Gaitung,2/22/2004,Lin Muckley,lmuckleydp@domainmarket.com,Dealership
Chevrolet,Tahoe,1957,24238.16,Los Angeles,Sephira Hazeldene,11/22/2015,Patrizia Raffles,prafflesdq@yale.edu,Online
Subaru,Impreza,1900,81739.19,Houston,Marian Ruppeli,6/21/2021,Ardith Gingle,agingledr@dagondesign.com,Dealership
Acura,Integra,1971,18145.17,Miami,Theodore Pawlata,5/29/2021,Meagan Ritter,mritterds@xrea.com,Auction
Chevrolet,Silverado 1500,2009,84329.55,Miami,Silvio Pinnere,3/12/2008,Cally Tackle,ctackledt@digg.com,Online
Porsche,Carrera GT,1906,24728.59,Houston,Caroljean Maysor,3/17/2010,Bidget Basire,bbasiredu@uiuc.edu,Auction
GMC,Envoy,1985,27434.3,Miami,Dulcine Fuente,1/27/2004,Phillida McGuire,pmcguiredv@oaic.gov.au,Online
Isuzu,Hombre Space,1986,20843.72,Los Angeles,Pall Calbaithe,6/11/2000,Drusi O'Brian,dobriandw@seattletimes.com,Auction
Geo,Metro,1945,38561.27,Chicago,Alard Tupie,9/14/2006,Korney Nottingam,knottingamdx@ameblo.jp,Online
Ford,Ranger,1983,91016.71,Los Angeles,Alec De Metz,4/24/2009,Johnnie But,jbutdy@cafepress.com,Auction
Ford,Ranger,1983,7438.79,Chicago,Marlena Jaye,12/23/2021,Greg Dinwoodie,gdinwoodiedz@illinois.edu,Auction
Audi,A6,1975,25813.74,New York,Sandye Carss,6/8/2016,Adelind Geely,ageelye0@baidu.com,Online
Chevrolet,Tracker,1909,2150.15,New York,Allsun Shevill,3/6/2005,Roma Dennick,rdennicke1@ucsd.edu,Dealership
Acura,TL,1926,44670.77,Houston,Myrvyn McCreath,12/3/2012,Deena Smeeton,dsmeetone2@google.nl,Auction
Pontiac,Firebird,1997,4410.52,Chicago,Tod Moxham,12/17/2007,Manfred Ivers,miverse3@intel.com,Online
Mercedes-Benz,M-Class,1984,43906.13,Los Angeles,Westbrooke Harhoff,7/26/2015,Kristine Collinwood,kcollinwoode4@uiuc.edu,Online
Mercedes-Benz,SLR McLaren,1971,61077.95,Houston,Konstanze Brumfitt,9/20/2001,Sibyl Ingleson,singlesone5@yellowbook.com,Dealership
Panoz,Esperante,1977,42718.6,Chicago,Orville Heaysman,10/28/2017,Culley Bolles,cbollese6@mtv.com,Dealership
Ford,Thunderbird,1925,61066.8,Chicago,Malanie Millea,11/10/2000,Eachelle Greenfield,egreenfielde7@xing.com,Online
Chrysler,Town & Country,2006,49972.82,Los Angeles,Wilie Kauscher,2/11/2015,Marianne Leney,mleneye8@google.fr,Auction
Chevrolet,LUV,1972,85226.54,Chicago,Justis Strapp,6/10/2015,Darill Stonier,dstoniere9@fema.gov,Auction
Audi,80,1967,75625.84,Houston,Emili Colquyte,7/18/2018,Annamarie Emmert,aemmertea@redcross.org,Auction
Scion,xD,1980,60027.88,Chicago,Ely Gerrard,12/6/2014,Chip Beggi,cbeggieb@theatlantic.com,Auction
Mazda,Tribute,1977,47373.65,Miami,Amelie Muckloe,9/29/2020,Kimberly Leimster,kleimsterec@linkedin.com,Auction
Chevrolet,Cavalier,1969,50812.37,Chicago,Amity Adlam,6/3/2016,Dietrich Rampling,dramplinged@github.com,Auction
Mercedes-Benz,GL-Class,1991,55296.18,New York,Gracia Glencrash,4/4/2003,Eloisa Lechelle,elechelleee@rakuten.co.jp,Auction
Mitsubishi,3000GT,1945,9626.63,Los Angeles,Karoly Fuente,7/18/2005,Dalenna Duckerin,dduckerinef@toplist.cz,Dealership
BMW,Z3,1995,55432.11,New York,Lowe Cannop,10/24/2015,Courtnay Gillibrand,cgillibrandeg@posterous.com,Dealership
Kia,Soul,2014,43881.25,New York,Deidre Cleverley,4/5/2022,Tedman Phil,tphileh@chronoengine.com,Online
Mercedes-Benz,G-Class,1995,74874.74,Houston,Pall Files,3/14/2018,Malvin Kenninghan,mkenninghanei@spotify.com,Auction
Mazda,Mazdaspeed 3,1977,80136.09,Miami,Broddie Borgesio,6/19/2017,Niven Neathway,nneathwayej@elpais.com,Online
Honda,Odyssey,1943,50310.77,New York,Katha Crossingham,7/18/2017,Pamella Salsberg,psalsbergek@a8.net,Online
Subaru,Legacy,1903,59080.15,New York,Reider Devennie,1/10/2005,Nicol Clemens,nclemensel@aboutads.info,Online
Honda,CR-V,2003,51026.3,Miami,Edmon Philipet,12/25/2015,Sandra Yacobsohn,syacobsohnem@people.com.cn,Dealership
Chevrolet,G-Series G30,1983,48677.27,New York,Lura Schoroder,4/28/2003,Carmencita Morena,cmorenaen@ucoz.ru,Online
Land Rover,Range Rover,1992,42307.87,Los Angeles,Godfry Ortzen,11/21/2003,Galven Adamiec,gadamieceo@constantcontact.com,Auction
Buick,Century,1925,47257.81,Chicago,Felecia Poulsen,4/19/2011,Lissa Duxbury,lduxburyep@about.me,Auction
Nissan,Xterra,1990,24254.69,Miami,Tommie Plumb,1/25/2008,Ingelbert Simakov,isimakoveq@mozilla.com,Dealership
Nissan,Altima,1937,92869.33,Houston,Hamlen Gillicuddy,11/21/2021,Elbertine Gabbotts,egabbottser@github.io,Auction
Suzuki,Grand Vitara,1936,78939.84,Miami,Harlin McIlmurray,8/27/2016,Ozzie Few,ofewes@wix.com,Online
GMC,Envoy,1974,49911.44,Los Angeles,Adriena Marcussen,12/7/2010,Asher Kernermann,akernermannet@i2i.jp,Auction
Nissan,Quest,1997,52348.53,New York,Francene Drews,3/26/2012,Fabio Blasik,fblasikeu@chron.com,Dealership
Lincoln,Mark LT,1972,71038.37,Los Angeles,Hanson Rhymer,11/4/2000,Wallie Blanden,wblandenev@rakuten.co.jp,Dealership
Chevrolet,Aveo,2007,55399.97,Los Angeles,Curr Lindop,9/1/2000,Orren Como,ocomoew@google.co.uk,Auction
Ford,Thunderbird,1979,43791.98,Chicago,Clarisse Dowzell,6/15/2022,Damien Pantridge,dpantridgeex@amazon.de,Auction
Mercedes-Benz,SL-Class,1985,70155.89,Miami,Aila Loakes,5/12/2008,Peirce Vonderdell,pvonderdelley@nationalgeographic.com,Online
Honda,Odyssey,2021,86130.42,Houston,Ricky Wykey,9/16/2022,Mavra Outerbridge,mouterbridgeez@ucoz.ru,Dealership
BMW,M3,1950,72936.45,Houston,Hiram Pirelli,7/9/2006,Elvyn Freebury,efreeburyf0@intel.com,Online
Nissan,Pathfinder,1938,33052.43,New York,Stefa Hansed,1/13/2018,Freedman Grisley,fgrisleyf1@simplemachines.org,Dealership
BMW,6 Series,1968,85837.09,Los Angeles,Alwyn Annatt,5/29/2016,Clari Aloshkin,caloshkinf2@indiegogo.com,Online
Volvo,S60,1955,65964.86,New York,Edouard Capnor,8/7/2020,Casar Ort,cortf3@booking.com,Online
Dodge,Charger,1968,46025.67,Houston,Myranda Beisley,5/10/2017,Claudius Barnewall,cbarnewallf4@dagondesign.com,Online
Buick,Regal,1977,36122.35,Chicago,Zora Edgington,10/15/2004,Lorine Horsell,lhorsellf5@time.com,Online
Hyundai,Santa Fe,1989,20678.99,Miami,Doll Adamek,2/18/2011,Christiana Farr,cfarrf6@diigo.com,Dealership
Chrysler,LeBaron,1936,8052.79,Chicago,Douglass Gallahar,3/22/2012,Nial Crowson,ncrowsonf7@buzzfeed.com,Auction
Maybach,57,1975,42558.17,Miami,Evelina McMenemy,6/2/2022,Austin Sterry,asterryf8@paginegialle.it,Auction
Mercury,Mountaineer,1940,89814.06,Houston,Jolyn Troyes,8/1/2016,Berkie Bidewel,bbidewelf9@rakuten.co.jp,Dealership
Geo,Metro,1929,90203.36,Los Angeles,Bordy McCrudden,4/4/2009,Erik Steynor,esteynorfa@webs.com,Auction
Mitsubishi,3000GT,1906,14887.83,Miami,Creigh Chastaing,12/30/2012,Zelma Lutzmann,zlutzmannfb@fotki.com,Online
Volkswagen,GTI,2006,11989.6,Los Angeles,Phoebe Rothera,6/21/2006,Millard Aseef,maseeffc@illinois.edu,Dealership
GMC,Yukon XL 1500,1946,37590.45,Los Angeles,Valaria Blincoe,7/30/2002,Mela Grishechkin,mgrishechkinfd@sina.com.cn,Auction
Chevrolet,TrailBlazer,1960,29195.27,Miami,Van Yexley,1/11/2016,Gianna Labbett,glabbettfe@1und1.de,Dealership
Ford,Aerostar,1931,8377.36,New York,Donnell felip,11/26/2020,Kathlin Rishworth,krishworthff@biglobe.ne.jp,Dealership
Dodge,Avenger,1997,35757.75,Houston,Glenine Dellit,10/13/2009,Sophia Miroy,smiroyfg@linkedin.com,Dealership
Audi,R8,1949,21148.67,Los Angeles,Carlynne Worcester,5/18/2014,Tyler Niese,tniesefh@nature.com,Online
Dodge,Omni,1916,1589.79,New York,Mariele Glencrosche,2/23/2000,Isabeau Tillerton,itillertonfi@businessinsider.com,Auction
Volkswagen,Vanagon,2013,70936.04,New York,Rina Dancy,7/21/2015,Zondra Remmers,zremmersfj@free.fr,Online
Volkswagen,Jetta,1973,45321.95,New York,Stefano McGillacoell,12/25/2018,Neel Rabjohn,nrabjohnfk@goo.ne.jp,Online
Chevrolet,Camaro,2020,73090.5,Houston,Ninon McIlwaine,11/16/2015,Christoffer Fairney,cfairneyfl@cdc.gov,Dealership
Ford,Taurus,1911,62381.46,New York,Dorie Spiaggia,3/12/2007,Bartel Chaffe,bchaffefm@aboutads.info,Online
Maserati,Quattroporte,1966,56666.21,Chicago,Ker Earengey,7/24/2003,Erinna Santhouse,esanthousefn@state.tx.us,Auction
Cadillac,Escalade,1976,14774.62,Chicago,Lissi Wyne,5/3/2018,Genevra Grestie,ggrestiefo@php.net,Auction
Mercury,Grand Marquis,1949,85465.46,Los Angeles,Meg Allans,7/31/2022,Stella Piscotti,spiscottifp@infoseek.co.jp,Dealership
Buick,Regal,1928,29249.23,New York,Codie Croydon,10/6/2003,Tallie Baugh,tbaughfq@walmart.com,Auction
BMW,M3,1917,7061.74,Miami,Evanne Breckon,1/10/2020,Meghan Dalton,mdaltonfr@samsung.com,Dealership
Plymouth,Colt Vista,1926,83305.29,Chicago,Franky Joscelyne,4/13/2010,Issi Barensky,ibarenskyfs@ebay.com,Auction
Subaru,Forester,1975,31437.56,Houston,Dorthy Askey,8/13/2001,Thornie Copsey,tcopseyft@friendfeed.com,Dealership
Kia,Sedona,1963,6386.41,Miami,Donall Camlin,9/24/2021,Debbi Paulich,dpaulichfu@oakley.com,Dealership
Mercedes-Benz,SL-Class,1916,72026.38,Chicago,Dacey Kernocke,4/2/2020,Lambert Toop,ltoopfv@nature.com,Dealership
Hyundai,Santa Fe,2014,31574.06,Chicago,Sharai Merwood,10/25/2004,Linnea Heak,lheakfw@moonfruit.com,Online
BMW,X3,1950,81231.81,New York,Noam Pyner,8/29/2017,Aleen Tukely,atukelyfx@usatoday.com,Auction
Ford,E250,1927,95779.95,New York,Meryl Wolfit,4/30/2010,Pegeen Dartnell,pdartnellfy@elegantthemes.com,Auction
Chevrolet,Avalanche,1945,50910.6,New York,Kennith Igo,10/18/2019,Amie Bernollet,abernolletfz@senate.gov,Auction
Ferrari,California,1943,71437.66,Los Angeles,Ephrem Sibary,4/9/2009,Rosene Brabbs,rbrabbsg0@marketwatch.com,Auction
Honda,del Sol,2020,17220.32,New York,Kelley Orwin,5/28/2000,Hunter Tongue,htongueg1@ucoz.ru,Dealership
Lexus,HS,1989,83388.76,Los Angeles,Fey MacRinn,4/17/2012,Eudora MacInerney,emacinerneyg2@goo.ne.jp,Dealership
Jeep,Wrangler,1916,82681.63,Houston,Leda Graveson,9/6/2009,Lissie Oakeshott,loakeshottg3@creativecommons.org,Online
Ford,Fusion,2006,4205.84,New York,Michaelina Rawlingson,9/13/2011,Georgi Conyard,gconyardg4@adobe.com,Online
Kia,Soul,1941,44874.64,Miami,Dagmar Tort,9/16/2019,Gerry Garrold,ggarroldg5@homestead.com,Online
Infiniti,FX,1961,8844.87,New York,Jo-anne Nisuis,7/15/2022,Pace Rickerby,prickerbyg6@163.com,Dealership
Mitsubishi,Montero Sport,1984,59008.36,Miami,Marietta Wandrey,11/11/2019,Knox McKevin,kmckeving7@google.co.uk,Dealership
Cadillac,DeVille,1913,38118.37,Los Angeles,Donal Janiszewski,4/28/2006,Kassandra Augar,kaugarg8@gov.uk,Auction
Ford,Aspire,2006,2557.3,Houston,Ardella Fahey,3/10/2014,Libby Vasilevich,lvasilevichg9@foxnews.com,Auction
Dodge,Ram 2500 Club,2004,8046.81,Chicago,Leonie Scedall,1/21/2008,Malinda Fuzzard,mfuzzardga@cmu.edu,Online
Plymouth,Colt,1922,83086.78,New York,Bell Cutforth,12/5/2020,Ellwood Gier,egiergb@fotki.com,Online
Nissan,Titan,1947,86521.0,Miami,Vida Rolley,1/17/2001,Marsh MacCague,mmaccaguegc@gnu.org,Dealership
GMC,Yukon XL 1500,1913,19920.29,New York,Ari Paxman,10/30/2011,Eada Huntar,ehuntargd@skyrock.com,Online
Pontiac,GTO,2016,14572.52,Houston,Sosanna Richen,8/14/2005,Dave Woodfin,dwoodfinge@over-blog.com,Online
GMC,Sierra 2500,1933,33388.41,Houston,Elva Corradino,8/4/2015,Garrott McGilroy,gmcgilroygf@163.com,Online
Lexus,SC,2003,31359.88,Los Angeles,Emeline Bohlsen,10/12/2001,Leonard Pratt,lprattgg@imdb.com,Auction
Mercury,Milan,1918,47593.1,Houston,Leora Gawn,9/13/2015,Hildagarde Wayman,hwaymangh@jiathis.com,Online
Isuzu,Stylus,2003,41034.77,Houston,Shawna Johnson,8/8/2010,Venita Goby,vgobygi@columbia.edu,Dealership
Dodge,D150 Club,2020,81643.09,Chicago,Anni Goodbur,10/3/2015,Hanan Yokelman,hyokelmangj@rediff.com,Dealership
Honda,Passport,1918,20716.44,Miami,Gregg Kinch,4/10/2006,Sansone Lewry,slewrygk@kickstarter.com,Auction
Lexus,LX,1923,32633.45,Chicago,Donnamarie Legate,1/16/2007,Zaneta Nairne,znairnegl@scientificamerican.com,Auction
Pontiac,Bonneville,1977,93450.47,Houston,Juana Lyokhin,12/26/2007,Adrian Laurie,alauriegm@princeton.edu,Auction
Mercedes-Benz,M-Class,1970,69900.27,Miami,Aylmar Filippov,6/16/2022,Howey Whye,hwhyegn@shop-pro.jp,Auction
Suzuki,Daewoo Magnus,2022,11650.82,Miami,Joscelin Innis,1/6/2012,Gauthier Bellocht,gbellochtgo@surveymonkey.com,Auction
Mercedes-Benz,W201,1938,63963.39,Chicago,Dennet Dunthorn,4/8/2000,Cathe McKerrow,cmckerrowgp@shutterfly.com,Dealership
Ford,Mustang,1977,57523.12,Houston,Kikelia Andreutti,4/26/2008,Vinni Skeggs,vskeggsgq@1688.com,Dealership
Suzuki,Cultus,1939,43700.75,Los Angeles,Jeno Gladdin,8/20/2002,Rachele Rowaszkiewicz,rrowaszkiewiczgr@github.com,Dealership
Mitsubishi,Montero,1975,67335.97,Miami,Stephannie Haining,12/13/2018,Mellie Hellin,mhellings@thetimes.co.uk,Auction
Plymouth,Voyager,1928,9607.31,New York,Rutledge McQuie,6/1/2000,Peter Tissell,ptissellgt@marriott.com,Auction
Jaguar,X-Type,1961,17310.41,Houston,Rina Fache,11/24/2010,Wallas Petrescu,wpetrescugu@macromedia.com,Online
Mitsubishi,Galant,1973,57434.74,Chicago,Holly-anne Marxsen,8/1/2013,Sharity Gwilliams,sgwilliamsgv@networksolutions.com,Dealership
Audi,S6,1979,15621.01,Miami,Jeanine Sive,4/2/2019,Jamesy Bligh,jblighgw@quantcast.com,Dealership
Bentley,Continental GT,1935,29392.71,Miami,Dulcie Chace,11/3/2021,Stormi Gwilt,sgwiltgx@apache.org,Auction
Chevrolet,Avalanche,1985,80565.31,New York,Viva Mostin,10/28/2019,Miof mela Heinecke,mmelagy@narod.ru,Dealership
Ford,Taurus,1979,87749.24,Chicago,Carly Griffithe,5/15/2013,Javier Paulot,jpaulotgz@posterous.com,Online
Fairthorpe,Rockette,1978,98760.37,Houston,Lindy Smoote,5/12/2008,Xenos Stretton,xstrettonh0@cornell.edu,Auction
Chevrolet,APV,1929,45508.0,Los Angeles,Juli Burland,11/27/2020,Hortense Dalley,hdalleyh1@nasa.gov,Online
Buick,Somerset,1998,81203.59,New York,Winslow Logesdale,8/24/2015,Lory Ramshaw,lramshawh2@eepurl.com,Online
Mercedes-Benz,SLK-Class,1989,78935.99,Houston,Tom Dresse,6/13/2015,Bridgette Pedreschi,bpedreschih3@vinaora.com,Online
Dodge,Ram Van 2500,1974,27370.17,Miami,Cara Moline,12/30/2002,Palm Lowdiane,plowdianeh4@google.ca,Auction
Jensen,Interceptor,2014,20738.51,Miami,Kiele Gudgen,7/30/2008,Maryann McFee,mmcfeeh5@facebook.com,Online
Ford,Escape,1947,70822.43,Miami,Emmalynn Hall-Gough,4/16/2021,Cos Plom,cplomh6@economist.com,Dealership
Dodge,Ram 1500 Club,1976,86539.79,Houston,Nikki Leemans,7/18/2009,Shannon Sabberton,ssabbertonh7@shinystat.com,Auction
Mercedes-Benz,W201,1907,81840.43,Miami,Charmine Trevains,12/17/2015,Karina Danielsohn,kdanielsohnh8@hubpages.com,Dealership
Infiniti,QX56,1934,55568.01,Houston,Skell Skillanders,12/20/2000,Joeann Beck,jbeckh9@psu.edu,Online
Pontiac,Tempest,1976,39660.37,Miami,Linea Karmel,12/11/2009,Lurleen Ambrois,lambroisha@phpbb.com,Online
Chevrolet,Cobalt,1998,31763.63,Chicago,Bryant Keasy,5/14/2003,Curt Paslow,cpaslowhb@seesaa.net,Auction
Volkswagen,Passat,1920,46356.13,New York,Anatol Grocott,5/1/2015,Tally Iltchev,tiltchevhc@yahoo.com,Dealership
Lotus,Elise,1997,96916.95,Miami,Wolf Glaves,5/18/2021,Demetrius Sigart,dsigarthd@google.com.br,Auction
Ford,E250,1962,84914.73,Chicago,Gypsy Chater,8/17/2011,Wilfred Leydon,wleydonhe@liveinternet.ru,Dealership
